filename,station_name,n_years,completeness,longitude,latitude,country
las_mareas-9755679-usa-noaa,las_mareas,2,0.4455,-66.1583,17.9283,USA
las_palmas-217-esp-uhslc_fd,las_palmas,33,1.0124,-15.407,28.148,ESP
las_palmas-217a-esp-uhslc_rq,las_palmas_v2,15,0.9812,-15.4,28.1,ESP
las_palmas-217b-esp-uhslc_rq,las_palmas_v3,13,0.9524,-15.4,28.1,ESP
las_palmas-217c-esp-uhslc_rq,las_palmas_v4,9,0.9478,-15.4,28.1,ESP
las_palmas-217d-esp-uhslc_rq,las_palmas_v5,27,0.9879,-15.417,28.133,ESP
laspalmastg-las-esp-cmems,laspalmastg,34,0.9411,-15.412,28.141001,ESP
laspezia-las-ita-ispra,laspezia,13,4.7199,9.85764444,44.09660833,ITA
latona_beach_bc-7805-can-meds,latona_beach_bc,1,0.1918,-123.39,49.53,CAN
latouche-9454713-usa-noaa,latouche,2,0.7604,-147.907,60.0533,USA
lauderdale_by_the_sea-8722899-usa-noaa,lauderdale_by_the_sea,3,0.8047,-80.0933,26.1883,USA
lauterbach-9670063-deu-wsv,lauterbach,26,0.9826,13.49969252,54.34160029,DEU
lautoka-402-fji-uhslc_fd,lautoka,34,0.9595,177.433,-17.6,FJI
lautoka-402a-fji-uhslc_rq,lautoka_v2,30,0.9727,177.438,-17.605,FJI
lautoka-67070-fji-bom,lautoka_v3,31,0.9643,177.4381,-17.6053,FJI
lauwersoog-lauw-nld-rws,lauwersoog,2,1.6857,6.19695198,53.40868715,NLD
lauwersoog-lauwog-nld-rws,lauwersoog_v2,23,1.1248,6.19695195,53.40868675,NLD
lauwersoog-lauwog-nld-rws_hist,lauwersoog_v3,49,4.1412,6.196952,53.408684,NLD
lauwersoogtg-lau-nld-cmems,lauwersoogtg,10,4.8865,6.1999998,53.41,NLD
lauzon-3250-can-meds,lauzon,108,0.9137,-71.16,46.83,CAN
lavaltrie-15793-can-meds,lavaltrie,32,0.9089,-73.27,45.88,CAN
lavoie_islands-65948-can-meds,lavoie_islands,1,0.101,-87.53,71.02,CAN
lawma-8764227-usa-noaa,lawma,20,0.9755,-91.338111,29.449611,USA
lawyer_islands_bc-9312-can-meds,lawyer_islands_bc,2,0.2527,-130.33,54.11,CAN
lazaro_cardenas-407-mex-unam_hist,lazaro_cardenas,5,1.0003,-102.17833333,17.94,MEX
lazarocardenas_flotador-15-mex-unam,lazarocardenas_flotador,4,37.5138,-102.17833333,17.94,MEX
lazarocardenas_nivelcbs-15-mex-unam,lazarocardenas_nivelcbs,4,5.689,-102.17833333,17.94,MEX
lazarocardenas_nivelpls-15-mex-unam,lazarocardenas_nivelpls,4,6.2858,-102.17833333,17.94,MEX
lazarocardenas_radar-15-mex-unam,lazarocardenas_radar,4,34.281,-102.17833333,17.94,MEX
lbeckbauhof-9620090-deu-wsv,lbeckbauhof,26,0.9826,10.7030621,53.89300126,DEU
le_conquet-152-fra-refmar,le_conquet,56,0.9359,-4.78075,48.359098,FRA
le_crouesty-185-fra-refmar,le_crouesty,28,0.7331,-2.895167,47.542676,FRA
le_gros_mechins-2945-can-meds,le_gros_mechins,1,0.4688,-66.98,49.01,CAN
le_havre-4-fra-refmar,le_havre,61,0.8971,0.10598,49.481892,FRA
le_marquis-669-fra-refmar,le_marquis,10,0.9637,-0.559667,45.003117,FRA
le_pellerin-398-fra-refmar,le_pellerin,36,0.9421,-1.765133,47.205383,FRA
le_precheur-833-fra-refmar,le_precheur,2,0.7961,-61.226588,14.80758,FRA
le_robert-224-fra-refmar,le_robert,9,0.5376,-60.9408,14.678,FRA
le_robert-270a-fra-uhslc_rq,le_robert_v2,9,0.895,-60.933,14.683,FRA
leava-501-fra-refmar,leava,13,0.5478,-178.160225,-14.296023,FRA
leava_futuna_island-453-fra-uhslc_fd,leava_futuna_island,6,0.9534,-178.157,-14.292,FRA
leavatg_60minute-lea-fra-cmems,leavatg_60minute,13,0.5457,-178.16023,-14.29602,FRA
lebrusctg_10minute-leb-fra-cmems,lebrusctg_10minute,4,3.6017,5.8035002,43.077499,FRA
leconquettg_60minute-lec-fra-cmems,leconquettg_60minute,56,0.9346,-4.7809,48.359299,FRA
leconte_bay-9451422-usa-noaa,leconte_bay,1,0.4877,-132.502,56.7883,USA
lecrouestytg_60minute-lec-fra-cmems,lecrouestytg_60minute,28,0.7306,-2.8954,47.5429,FRA
ledasperrwerkup-3880050-deu-wsv,ledasperrwerkup,26,0.9482,7.47406436,53.21506843,DEU
leerort-3910010-deu-wsv,leerort,26,0.9827,7.42700513,53.21685459,DEU
leeville-8762084-usa-noaa,leeville,3,0.6693,-90.2117,29.2483,USA
legaspi-371-phl-uhslc_fd,legaspi,42,0.9887,123.75,13.15,PHL
legaspi-371a-phl-uhslc_rq,legaspi_v2,34,0.9912,123.758,13.145,PHL
lehavretg_60minute-leh-fra-cmems,lehavretg_60minute,61,0.896,0.1056,49.481602,FRA
lehtma-leh-est-cmems,lehtma,14,0.8377,22.696899,59.069,EST
leinster_point-9751309-usa-noaa,leinster_point,2,0.6354,-64.72072,18.36761,USA
leirviktg-lei-nor-cmems,leirviktg,4,3.9664,5.5036702,59.766396,NOR
leith-lei-gbr-bodc,leith,36,3.7429,-3.181694,55.989833,GBR
leith-lei-gbr-cmems,leith_v2,36,0.8887,-3.1803999,55.989799,GBR
leixoestg-lei-prt-cmems,leixoestg,14,0.7202,-8.7045002,41.186699,PRT
lemarquistg_60minute-lem-fra-cmems,lemarquistg_60minute,10,0.9636,-0.55966997,45.00312,FRA
lembar-419-idn-uhslc_fd,lembar,15,1.0835,116.072,-8.732,IDN
lembar-419a-idn-uhslc_rq,lembar_v2,11,0.9329,116.072,-8.732,IDN
lemmertg-lem-nld-cmems,lemmertg,11,5.3262,5.7140002,52.839001,NLD
lenoxville_point-8656539-usa-noaa,lenoxville_point,1,0.6792,-76.62,34.7083,USA
lepellerintg_60minute-lep-fra-cmems,lepellerintg_60minute,36,0.9421,-1.76513,47.205379,FRA
leppneeme-lep-est-cmems,leppneeme,8,0.8087,24.866199,59.553101,EST
leprecheurtg_60minute-lep-fra-cmems,leprecheurtg_60minute,2,0.7961,-61.226582,14.80758,FRA
lerwick-293-gbr-uhslc_fd,lerwick,55,0.9992,-1.138,60.153,GBR
lerwick-293a-gbr-uhslc_rq,lerwick_v2,58,0.9991,-1.14,60.155,GBR
lerwick-ler-gbr-bodc,lerwick_v3,66,2.4813,-1.140306,60.154028,GBR
lerwick-ler-gbr-cmems,lerwick_v4,36,0.9133,-1.1384,60.154598,GBR
les_escoumins-2900-can-meds,les_escoumins,6,0.1676,-69.39,48.35,CAN
les_sables_d_olonne-62-fra-refmar,les_sables_d_olonne,39,0.8895,-1.793528,46.497358,FRA
leslie-1987-can-meds,leslie,1,0.3075,-61.52,47.63,CAN
lessablesdolonnetg_60minute-les-fra-cmems,lessablesdolonnetg_60minute,39,0.8859,-1.7938,46.497501,FRA
lester_manor-8636653-usa-noaa,lester_manor,1,0.1965,-76.99,37.5833,USA
leuchtturmalteweser-9460040-deu-wsv,leuchtturmalteweser,26,0.9826,8.12850796,53.86486173,DEU
levelock-9465419-usa-noaa,levelock,1,0.7918,-156.832,59.1133,USA
lewes-8557380-usa-noaa,lewes,92,0.9389,-75.119164,38.78278,USA
lewes_de-747a-usa-uhslc_rq,lewes_de,88,1.1703,-75.12,38.782,USA
lewisetta-8635750-usa-noaa,lewisetta,54,0.9522,-76.464722,37.995278,USA
lhort-5960010-deu-wsv,lhort,26,0.9827,9.6333552,53.57157404,DEU
lianyungang-639a-chn-uhslc_rq,lianyungang,23,1.0007,119.417,34.75,CHN
liberty_cut_a_five_points_ca-381749121400201-usa-usgs,liberty_cut_a_five_points_ca,1,0.2439,-121.667086,38.29684444,USA
liberty_cut_a_little_holland_tract_nr_courtland_ca-11455146-usa-usgs,liberty_cut_a_little_holland_tract_nr_courtland_ca,5,0.8284,-121.6675306,38.32885,USA
liberty_island_at_approx_cntr_s_end-lib-usa-cdwr,liberty_island_at_approx_cntr_s_end,15,1.1587,-121.6849,38.2421,USA
lichteiland_goeree-leg-nld-rws,lichteiland_goeree,2,1.6858,3.669874,51.92574513,NLD
lichteiland_goeree-lichtelgre-nld-rws,lichteiland_goeree_v2,42,5.4889,3.66838156,51.92502355,NLD
lichteiland_goeree-lichtelgre-nld-rws_hist,lichteiland_goeree_v3,18,5.7691,3.669722,51.925833,NLD
lichteilandgoeree1tg-lic-nld-cmems,lichteilandgoeree1tg,10,5.1355,3.6700001,51.926998,NLD
lichteilandgoeree2tg-lic-nld-cmems,lichteilandgoeree2tg,5,4.5045,3.6697221,51.925835,NLD
lielupe-lie-lva-cmems,lielupe,6,0.7591,23.9333,56.966702,LVA
liepaja-lie-lva-cmems,liepaja,6,0.7608,20.983299,56.533298,LVA
lifou-109-fra-refmar,lifou,17,0.7018,167.27869444,-20.91847222,FRA
lifoutg_60minute-lif-fra-cmems,lifoutg_60minute,17,0.6946,167.27869,-20.91847,FRA
lighthouse_cove-345-can-meds,lighthouse_cove,1,0.2691,-66.4,44.25,CAN
lile_aux_grues-3180-can-meds,lile_aux_grues,6,0.237,-70.53,47.06,CAN
lime_tree_bay-9751401-usa-noaa,lime_tree_bay,44,0.9542,-64.753799,17.6947,USA
limetree_bay-254a-usa-uhslc_rq,limetree_bay,42,0.9985,-64.753,17.697,USA
limon-268-cri-uhslc_fd,limon,17,0.9246,-83.033,10.0,CRI
limon-268a-cri-uhslc_rq,limon_v2,12,0.9307,-83.033,10.0,CRI
limon-268b-cri-uhslc_rq,limon_v3,10,0.9217,-83.02,9.988,CRI
lincoln_bay-3782-can-meds,lincoln_bay,2,0.0965,-62.03,82.12,CAN
lindeman_cove-9450625-usa-noaa,lindeman_cove,1,0.687,-132.512,55.6017,USA
linnville_bayou_at_fm_521_nr_cedar_lane_tx-8117858-usa-usgs,linnville_bayou_at_fm_521_nr_cedar_lane_tx,4,0.7344,-95.7112278,28.95151389,USA
liscomb_harbour-515-can-meds,liscomb_harbour,2,0.0917,-62.0,45.02,CAN
listaufsylt-9570070-deu-wsv,listaufsylt,26,0.9826,8.44140467,55.01826759,DEU
listtg-lis-deu-cmems,listtg,12,9.8215,8.441,55.016998,DEU
lith_dorp-lito-nld-rws,lith_dorp,2,1.6859,5.43266998,51.80981014,NLD
little_annemessex_river_at_crisfield_md-1485755-usa-usgs,little_annemessex_river_at_crisfield_md,8,0.8563,-75.86375,37.9784722,USA
little_assawoman_bay_at_fenwick_island_de-1484701-usa-usgs,little_assawoman_bay_at_fenwick_island_de,8,2.1992,-75.0583333,38.4549722,USA
little_back_river_at_fw_dock_near_limehouse_sc-21989791-usa-usgs,little_back_river_at_fw_dock_near_limehouse_sc,13,0.9004,-81.11763889,32.171,USA
little_back_river_at_ga_25_at_port_wentworth_ga-21989792-usa-usgs,little_back_river_at_ga_25_at_port_wentworth_ga,17,0.9397,-81.13,32.16583333,USA
little_cornwallis_island-6758-can-meds,little_cornwallis_island,9,0.8721,-96.95,75.38,CAN
little_current_ontario-11195-can-meds,little_current_ontario,65,0.961,-81.93,45.98,CAN
little_egg_inlet_near_beach_haven_heights_nj-1409334-usa-usgs,little_egg_inlet_near_beach_haven_heights_nj,3,0.7297,-74.30138889,39.51166667,USA
little_egg_inlet_near_tuckerton_nj-1409335-usa-usgs,little_egg_inlet_near_tuckerton_nj,24,1.027,-74.3247222,39.50888889,USA
little_harbour-497-can-meds,little_harbour,1,0.1425,-62.83,44.7,CAN
little_lake_near_bay_dosgris_e_of_galliano_la-292800090060000-usa-usgs,little_lake_near_bay_dosgris_e_of_galliano_la,2,8.7971,-90.1,29.46666667,USA
little_lake_near_cutoff_la-7380335-usa-usgs,little_lake_near_cutoff_la,15,0.928,-90.1814655,29.5177174,USA
little_neck_creek_at_pinewood_rd_at_va_beach_va-204295505-usa-usgs,little_neck_creek_at_pinewood_rd_at_va_beach_va,10,0.9049,-75.9844722,36.85927778,USA
little_potato_slough_a_terminous_ca-11336790-usa-usgs,little_potato_slough_a_terminous_ca,19,0.9267,-121.496111,38.09638889,USA
little_potato_slough_at_terminous-lps-usa-cdwr,little_potato_slough_at_terminous,20,1.1205,-121.4961,38.0964,USA
little_rapids_mi-9076032-usa-noaa,little_rapids_mi,8,0.8896,-84.301,46.4847,USA
little_rapids_mi-9076033-usa-noaa,little_rapids_mi_v2,18,0.9729,-84.301666,46.485832,USA
little_river_bc-7993-can-meds,little_river_bc,27,0.861,-124.92,49.74,CAN
little_wood_river_near_goodland_fl-255443081314700-usa-usgs,little_wood_river_near_goodland_fl,4,1.0041,-81.5298333,25.91205556,USA
littlecedarbayou_8thstreet-lit-usa-hct,littlecedarbayou_8thstreet,12,0.9172,-95.0272,29.65,USA
liverpool-440-can-meds,liverpool,3,0.2354,-64.72,44.05,CAN
liverpool-liv-gbr-cmems,liverpool_v2,35,0.8555,-3.01667,53.450001,GBR
liverpool_gladstone_dock-liv-gbr-bodc,liverpool_gladstone_dock,34,3.8749,-3.018139,53.449694,GBR
livorno-liv-ita-ispra,livorno,47,3.7227,10.29933889,43.54628611,ITA
ljusne_sjov-35127-swe-smhi,ljusne_sjov,12,0.8745,17.1452,61.2067,SWE
ljusnelotsstation-lju-swe-cmems,ljusnelotsstation,7,0.8418,17.145201,61.206699,SWE
lk_charlotte_nr_anahuac_tx-8067118-usa-usgs,lk_charlotte_nr_anahuac_tx,15,0.9061,-94.7149197,29.86744193,USA
llandudno-lla-gbr-bodc,llandudno,32,3.9607,-3.825222,53.331667,GBR
llandudno-lla-gbr-cmems,llandudno_v2,32,0.8867,-3.8237,53.3148,GBR
lloyd_harbor_lighthouse-8515921-usa-noaa,lloyd_harbor_lighthouse,1,0.6945,-73.4317,40.91,USA
lobito-237a-ago-uhslc_rq,lobito,5,0.9178,13.558,-12.333,AGO
lobos_de_afuera-084-per-uhslc_fd,lobos_de_afuera,3,0.5764,-80.717,-6.933,PER
lobos_de_afuera-084a-per-uhslc_rq,lobos_de_afuera_v2,34,1.0155,-80.717,-6.933,PER
lobster_cove-8441571-usa-noaa,lobster_cove,1,0.7494,-70.6767,42.655,USA
lockeport-430-can-meds,lockeport,1,0.0878,-65.12,43.7,CAN
lockswood_folly_river_nc-loc-usa-ncdem,lockswood_folly_river_nc,8,0.8477,-78.2634,34.0109,USA
locust_point-8725745-usa-noaa,locust_point,1,0.4184,-82.1367,26.93,USA
loggerhead_key-8724698-usa-noaa,loggerhead_key,4,0.6356,-82.92,24.6317,USA
loggieville-2033-can-meds,loggieville,1,0.2247,-65.38,47.07,CAN
lomavik-9466328-usa-noaa,lomavik,1,0.6977,-162.297104,60.5543,USA
lombrum-400-png-uhslc_fd,lombrum,32,0.9592,147.367,-2.033,PNG
lombrum-56130-png-bom,lombrum_v2,29,0.9033,147.3753,-2.0367,PNG
lombrum_manus_is-400a-png-uhslc_rq,lombrum_manus_is,28,0.9742,147.375,-2.037,PNG
london_bridge_creek_at_rt_58_at_virginia_beach_va-204293125-usa-usgs,london_bridge_creek_at_rt_58_at_virginia_beach_va,10,0.9038,-76.05713889,36.84113889,USA
long_beach-8516663-usa-noaa,long_beach,2,0.5844,-73.655083,40.5963,USA
long_beach-8577004-usa-noaa,long_beach_v2,4,0.8285,-76.4733,38.465,USA
long_branch-8531991-usa-noaa,long_branch,9,0.9356,-73.9767,40.3033,USA
long_cove-962-can-meds,long_cove,1,0.1196,-53.67,47.57,CAN
long_island-4655-can-meds,long_island,1,0.1716,-79.73,54.77,CAN
long_island_sound_at_rye_ny-1297000-usa-usgs,long_island_sound_at_rye_ny,2,0.5115,-73.67263889,40.96230556,USA
long_neck_point-8468799-usa-noaa,long_neck_point,1,0.4869,-73.48,41.0383,USA
long_pond-920-can-meds,long_pond,2,0.1141,-52.97,47.52,CAN
long_sault_dam-14805-can-meds,long_sault_dam,24,0.8832,-74.86,45.0,CAN
long_sault_ontario-14800-can-meds,long_sault_ontario,16,0.7636,-74.89,45.03,CAN
longbranch-8720242-usa-noaa,longbranch,5,0.7137,-81.62,30.36,USA
longport-8534836-usa-noaa,longport,2,0.7482,-74.5333,39.3083,USA
longue_pointe-15590-can-meds,longue_pointe,5,0.7863,-73.51,45.58,CAN
longview-9440422-usa-noaa,longview,24,0.9797,-122.954194,46.106139,USA
lookout_station_4_mi-9076028-usa-noaa,lookout_station_4_mi,8,0.8779,-84.212306,46.284361,USA
loon_island-4681-can-meds,loon_island,2,0.1772,-79.17,53.81,CAN
lopez_river_near_lopez_campsite_fl-2290942-usa-usgs,lopez_river_near_lopez_campsite_fl,9,0.8125,-81.2997222,25.79138889,USA
lora_point-8729816-usa-noaa,lora_point,2,0.9224,-87.1617,30.515,USA
lorain_oh-9063069-usa-noaa,lorain_oh,1,0.8235,-82.175278,41.469333,USA
lord_howe-399-aus-uhslc_fd,lord_howe,22,0.9638,159.067,-31.533,AUS
lord_howe-399a-aus-uhslc_rq,lord_howe_v2,14,0.9103,159.067,-31.517,AUS
lord_howe-399b-aus-uhslc_rq,lord_howe_v3,31,0.9908,159.067,-31.517,AUS
lord_howe_island-57720-aus-bom,lord_howe_island,52,0.8688,159.0582,-31.5236,AUS
loreto-319-mex-unam_hist,loreto,13,1.0778,-111.34,26.015,MEX
loreto-319a-mex-uhslc_rq,loreto_v2,14,0.9471,-111.367,26.017,MEX
lorne-60790-aus-bom,lorne,29,0.9918,143.9888,-38.5472,AUS
los_angeles-9410660-usa-noaa,los_angeles,103,0.995,-118.272861,33.719944,USA
los_angeles_ca-567a-usa-uhslc_rq,los_angeles_ca,99,0.9915,-118.272,33.72,USA
los_osos_creek_bridge-los-usa-cm,los_osos_creek_bridge,2,2.0758,-120.823344,35.335086,USA
lost_river-9469338-usa-noaa,lost_river,1,0.6652,-167.145,65.39,USA
lostmans_river_below_second_bay_fl-2290918-usa-usgs,lostmans_river_below_second_bay_fl,19,0.926,-81.1647222,25.55555556,USA
lottin_point-lott-nzl-ttw,lottin_point,15,0.9489,178.15861111,-37.55,NZL
loudden-lou-swe-cmems,loudden,1,0.4443,18.1413,59.342499,SWE
loudden_sjov-35154-swe-smhi,loudden_sjov,12,0.9017,18.1373,59.3413,SWE
lougheed_island-66793-can-meds,lougheed_island,1,0.1404,-104.88,77.45,CAN
louis_bay-9454642-usa-noaa,louis_bay,1,0.7876,-147.672,60.4617,USA
louiseville-15972-can-meds,louiseville,13,0.6262,-72.92,46.22,CAN
lovango_cay-9751467-usa-noaa,lovango_cay,1,0.6562,-64.803528,18.3607,USA
love_grove_bridge_wilmington-lov-usa-ncdem,love_grove_bridge_wilmington,2,0.2692,-77.926775,34.255286,USA
love_point_pier-8572955-usa-noaa,love_point_pier,7,0.8235,-76.3017,39.0317,USA
loveladies-8533738-usa-noaa,loveladies,2,0.7922,-74.1367,39.725,USA
low_head-60948-aus-bom,low_head,19,0.8172,146.7947,-41.0651,AUS
lowe_inlet_bc-9195-can-meds,lowe_inlet_bc,1,0.3417,-129.58,53.55,CAN
lower_atchafalaya_river_at_morgan_city_la-7381600-usa-usgs,lower_atchafalaya_river_at_morgan_city_la,19,0.926,-91.2119507,29.6928482,USA
lower_bryant_landing-8737373-usa-noaa,lower_bryant_landing,4,0.9093,-87.8733,30.9783,USA
lower_escuminac-2000-can-meds,lower_escuminac,54,0.9055,-64.88,47.08,CAN
lower_grand_river_at_bayou_sorrel_la-7381450-usa-usgs,lower_grand_river_at_bayou_sorrel_la,1,17.608,-91.3313889,30.1557222,USA
lower_iroquois_ontario-14602-can-meds,lower_iroquois_ontario,65,0.9571,-75.31,44.83,CAN
lower_marlboro-8579542-usa-noaa,lower_marlboro,8,0.9669,-76.68333,38.655,USA
lower_wedgeport-375-can-meds,lower_wedgeport,3,0.2439,-65.98,43.73,CAN
lowestoft-low-gbr-bodc,lowestoft,61,2.6027,1.75025,52.473083,GBR
lowestoft-low-gbr-cmems,lowestoft_v2,36,0.9549,1.75,52.466702,GBR
lowther_island-65590-can-meds,lowther_island,1,0.1282,-97.42,74.65,CAN
lox_river_at_boy_scout_camp_nr_hobe_sound_fl-265912080082900-usa-usgs,lox_river_at_boy_scout_camp_nr_hobe_sound_fl,5,0.8181,-80.1411545,26.9870005,USA
lox_river_at_coast_guard_dock_nr_jupiter_fl-265651080045500-usa-usgs,lox_river_at_coast_guard_dock_nr_jupiter_fl,12,0.8988,-80.08170838,26.9478354,USA
lox_river_at_eco_dock_nr_jupiter_fl-2277743-usa-usgs,lox_river_at_eco_dock_nr_jupiter_fl,3,0.5753,-80.08508889,26.94674444,USA
lox_river_at_outlet_of_kitchings_creek_fl-265929080091800-usa-usgs,lox_river_at_outlet_of_kitchings_creek_fl,19,0.926,-80.1548333,26.9914,USA
loxahatchee_river_at_mile_91_near_jupiter_fl-265906080093500-usa-usgs,loxahatchee_river_at_mile_91_near_jupiter_fl,19,0.926,-80.16,26.98528333,USA
loxahatchee_river_pennock_point_channel_marker_2-265656080063500-usa-usgs,loxahatchee_river_pennock_point_channel_marker_2,4,0.7925,-80.1097222,26.94888889,USA
loxahatchee_rv_500_ft_ds_of_us_1_at_jupiter_fl-2277744-usa-usgs,loxahatchee_rv_500_ft_ds_of_us_1_at_jupiter_fl,4,0.7769,-80.08338889,26.9478722,USA
ltkiel-9610050-deu-wsv,ltkiel,26,0.9826,10.27326158,54.49958518,DEU
luanda-236a-ago-uhslc_rq,luanda,4,0.8746,13.237,-8.787,AGO
lubang-655-phl-uhslc_fd,lubang,16,0.9416,120.202,13.817,PHL
lubang-655a-phl-uhslc_rq,lubang_v2,9,0.9515,120.202,13.818,PHL
lucinda_offshore-59200-aus-bom,lucinda_offshore,38,0.9717,146.385,-18.5217,AUS
luderitz-702-zaf-uhslc_fd,luderitz,47,1.2181,15.15,-26.65,ZAF
luderitz-702a-zaf-uhslc_rq,luderitz_v2,47,1.2182,15.15,-26.65,ZAF
ludington_mi-9087023-usa-noaa,ludington_mi,56,0.9917,-86.441611,43.947361,USA
ludlum_thorofare_at_sea_isle_city_nj-1411350-usa-usgs,ludlum_thorofare_at_sea_isle_city_nj,24,1.0525,-74.69777778,39.15777778,USA
luebecktg-lue-deu-cmems,luebecktg,12,9.893,10.7745,53.9025,DEU
luis_correia-711a-bra-uhslc_rq,luis_correia,2,0.5179,-41.672,-2.867,BRA
luke_passage_bc-8952-can-meds,luke_passage_bc,1,0.3666,-127.85,52.1,CAN
lumut-143a-mys-uhslc_rq,lumut,39,0.9764,100.613,4.24,MYS
lund_bc-7885-can-meds,lund_bc,2,0.5571,-124.77,49.98,CAN
lunde-lun-swe-cmems,lunde,7,0.742,17.8764,62.8806,SWE
lunde_sjov-35209-swe-smhi,lunde_sjov,7,0.8642,17.8764,62.8865,SWE
lunenburg-455-can-meds,lunenburg,2,0.1428,-64.32,44.37,CAN
lungsurannaga-410a-idn-uhslc_rq,lungsurannaga,2,0.9584,117.75,2.1,IDN
lusi-633a-chn-uhslc_rq,lusi,22,0.9931,121.617,32.133,CHN
lyell_bay_bc-9756-can-meds,lyell_bay_bc,2,0.5304,-131.71,52.65,CAN
lymington-lym-gbr-cco,lymington,19,5.6358,-1.50714,50.7403,GBR
lymingtontg-lym-gbr-cmems,lymingtontg,19,5.4513,-1.5071276,50.740292,GBR
lynchburg_landing-8770733-usa-noaa,lynchburg_landing,10,0.8515,-95.078861,29.764861,USA
lynn-8443187-usa-noaa,lynn,1,0.768,-70.9433,42.4583,USA
lynnhaven_riv_off_vista_cir_nr_virginia_beach_va-365423076051300-usa-usgs,lynnhaven_riv_off_vista_cir_nr_virginia_beach_va,5,0.8343,-76.08685278,36.9063361,USA
lynnhaven_river_inlet_near_virginia_beach_va-204292275-usa-usgs,lynnhaven_river_inlet_near_virginia_beach_va,7,0.7762,-76.0955833,36.9066111,USA
lyttelton-667a-nzl-uhslc_rq,lyttelton,26,0.9855,172.717,-43.6,NZL
ma58-ma58-jpn-jodc_jma,ma58,49,1.0007,142.19471667,27.09388333,JPN
maasmond_stroommeetpaal-maasmsmpl-nld-rws,maasmond_stroommeetpaal,12,5.439,4.00771079,51.99220543,NLD
maassluis-maas-nld-rws,maassluis,2,1.6859,4.24855999,51.91767013,NLD
maassluis-maasss-nld-rws_hist,maassluis_v2,49,4.1606,4.249788,51.917505,NLD
macae-719a-bra-uhslc_rq,macae,8,0.9343,-41.467,-22.233,BRA
macau-338a-prt-uhslc_rq,macau,8,0.9273,113.55,22.167,PRT
macdonald_point-102-can-meds,macdonald_point,1,0.0985,-66.05,45.72,CAN
mackay_crk_at_cc_haigh_landing_nr_hilton_head_sc-2176702-usa-usgs,mackay_crk_at_cc_haigh_landing_nr_hilton_head_sc,3,0.7035,-80.7884167,32.2285,USA
mackay_outer_harbour-59510-aus-bom,mackay_outer_harbour,54,0.9145,149.2333,-21.1167,AUS
mackerel_cove-8413825-usa-noaa,mackerel_cove,1,0.7708,-68.435,44.17,USA
mackinaw_city_mi-9075079-usa-noaa,mackinaw_city_mi,2,0.979,-84.7253,45.8,USA
mackinaw_city_mi-9075080-usa-noaa,mackinaw_city_mi_v2,56,0.9913,-84.721107,45.8,USA
macleod_harbor-9454674-usa-noaa,macleod_harbor,1,0.8244,-147.795,59.89,USA
macquarie_is-680-aus-uhslc_fd,macquarie_is,16,0.9089,158.967,-54.483,AUS
macquarie_is-680a-aus-uhslc_rq,macquarie_is_v2,2,0.4259,158.967,-54.483,AUS
macquarie_is-680b-aus-uhslc_rq,macquarie_is_v3,11,0.9689,158.967,-54.483,AUS
macquarie_is-680c-aus-uhslc_rq,macquarie_is_v4,15,0.8734,158.967,-54.483,AUS
madan_bay-9451152-usa-noaa,madan_bay,1,0.3035,-132.169,56.3922,USA
madang-066a-png-uhslc_rq,madang,15,0.9579,145.8,-5.2,PNG
madeira-715a-bra-uhslc_rq,madeira,22,0.9592,-44.378,-2.565,BRA
madero-9500966-usa-noaa,madero,4,0.9033,-97.795,22.2617,USA
madero_tampico-277a-mex-uhslc_rq,madero_tampico,4,0.9145,-97.795,22.262,MEX
maeslantkering_zeezijde-maeslkrzzde-nld-rws,maeslantkering_zeezijde,18,5.757,4.16144308,51.95823879,NLD
magnetic_point-9450753-usa-noaa,magnetic_point,1,0.4193,-132.190883,55.788283,USA
magnolia_river_at_us_98_near_foley_alabama-2378300-usa-usgs,magnolia_river_at_us_98_near_foley_alabama,19,0.926,-87.7369323,30.40658669,USA
magueyes_island-9759110-usa-noaa,magueyes_island,68,0.9705,-67.046402,17.9701,USA
magueyes_island_pr-246a-usa-uhslc_rq,magueyes_island_pr,63,1.0654,-67.047,17.972,USA
mahon_river_entrance-8554399-usa-noaa,mahon_river_entrance,8,0.7188,-75.4,39.185,USA
mahone_harbour-460-can-meds,mahone_harbour,2,0.4065,-64.37,44.45,CAN
mahontg-mah-esp-cmems,mahontg,17,0.9019,4.2705598,39.893002,ESP
maizuru-hd24-jpn-jodc_jcg,maizuru,61,0.9693,135.31778333,35.45138333,JPN
maizuru-ma55-jpn-jodc_jma,maizuru_v2,56,0.9828,135.38695,35.47666667,JPN
majuro-005-mhl-uhslc_fd,majuro,33,0.9719,171.373,7.107,MHL
majuro-005a-mhl-uhslc_rq,majuro_v2,31,1.0083,171.373,7.107,MHL
majuro-005b-mhl-uhslc_rq,majuro_v3,29,0.9881,171.372,7.108,MHL
majuro-67680-mhl-bom,majuro_v4,27,0.9729,171.3728,7.106,MHL
makemo-454-pyf-uhslc_fd,makemo,7,0.9288,-143.662,-16.598,PYF
makemo-586-fra-refmar,makemo_v2,10,0.5903,-143.569212,-16.626998,FRA
makemotg_60minute-mak-fra-cmems,makemotg_60minute,10,0.5903,-143.56921,-16.627001,FRA
makurazaki-ma43-jpn-jodc_jma,makurazaki,59,0.9837,130.29305,31.26778333,JPN
